Date-Hour(NMT),WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction
04.11.2017-20:00,1.4,0,1000.4,-6.9,4.8,94,0.0
04.11.2017-21:00,1.4,0,1000.0,-6.0,5.2,96,0.0
04.11.2017-22:00,2.2,0,999.6,-4.5,5.6,97,0.0
04.11.2017-23:00,2.6,0,998.8,-4.1,5.8,96,0.0
05.11.2017-00:00,1.9,0,998.1,-4.2,6.5,97,0.0
05.11.2017-01:00,1.6,0,997.2,-4.3,7.3,98,0.0
05.11.2017-02:00,2.2,0,996.6,-5.1,7.7,96,0.0
05.11.2017-03:00,2.2,0,996.0,-5.3,7.9,97,0.0
05.11.2017-04:00,1.9,0,995.7,-4.3,7.8,98,0.0
05.11.2017-05:00,1.7,0,995.4,-4.5,7.9,98,0.0
05.11.2017-06:00,0.5,0,994.9,-5.1,7.9,98,0.0
05.11.2017-07:00,1.1,0,994.7,-5.1,7.9,98,0.0
05.11.2017-08:00,1.5,0,994.7,-5.1,8.0,96,0.0
05.11.2017-09:00,0.6,0,994.7,-3.2,8.0,97,0.0
05.11.2017-10:00,1.6,0,994.4,1.6,8.1,97,0.0
05.11.2017-11:00,1.3,0,994.3,4.5,8.2,97,49.0
05.11.2017-12:00,0.9,0,993.9,17.8,8.5,97,292.5001
05.11.2017-13:00,1.5,0,994.1,18.0,7.0,97,441.3334
05.11.2017-14:00,1.7,0,994.2,22.5,6.2,97,154.8333
05.11.2017-15:00,3.8,0,995.7,16.1,5.4,91,13.3333
05.11.2017-16:00,2.9,4,997.0,22.5,5.1,91,0.0
05.11.2017-17:00,1.7,0,998.1,-2.6,5.0,93,0.0
05.11.2017-18:00,1.0,0,998.9,-7.5,3.9,95,0.0
05.11.2017-19:00,1.7,0,1000.0,-7.0,3.5,97,0.0
05.11.2017-20:00,1.4,0,1000.9,-6.5,3.3,97,0.0
05.11.2017-21:00,0.8,0,1001.9,-6.6,3.2,96,0.0
05.11.2017-22:00,0.8,0,1002.9,-7.1,3.0,97,0.0
05.11.2017-23:00,0.8,0,1004.0,-6.7,2.9,97,0.0
06.11.2017-00:00,1.4,0,1004.8,-6.9,3.0,97,0.0
06.11.2017-01:00,1.3,0,1005.8,-7.0,3.5,95,0.0
06.11.2017-02:00,5.9,0,1006.7,-6.4,4.6,87,0.0
06.11.2017-03:00,5.3,0,1007.6,-5.4,4.1,90,0.0
06.11.2017-04:00,3.4,0,1008.7,-6.2,4.3,87,0.0
06.11.2017-05:00,1.0,0,1009.6,-7.0,3.8,91,0.0
06.11.2017-06:00,1.3,0,1010.4,-7.2,4.0,89,0.0
06.11.2017-07:00,0.3,0,1011.3,-6.4,3.6,93,0.0
06.11.2017-08:00,1.8,0,1012.4,-5.3,2.8,92,0.0
06.11.2017-09:00,2.2,28,1013.5,27.5,2.9,92,0.0
06.11.2017-10:00,1.3,60,1014.6,107.0,3.7,89,0.0
06.11.2017-11:00,0.6,60,1015.2,168.5,6.2,85,0.0
06.11.2017-12:00,1.3,60,1015.7,208.1,6.3,82,3210.3334
06.11.2017-13:00,1.1,60,1016.1,209.2,7.7,74,277.0001
06.11.2017-14:00,2.4,60,1016.7,175.7,6.0,80,274.0
06.11.2017-15:00,1.9,60,1017.0,109.6,6.5,74,183.6667
06.11.2017-16:00,0.5,55,1017.8,31.0,4.6,81,21.6667
06.11.2017-17:00,1.4,0,1018.2,-5.8,2.6,91,0.0
06.11.2017-18:00,1.3,0,1019.1,-8.2,1.3,92,0.0
06.11.2017-19:00,1.8,0,1019.4,-7.9,0.9,93,0.0
06.11.2017-20:00,2.1,0,1020.0,-7.7,0.4,94,0.0
06.11.2017-21:00,2.4,0,1020.4,-7.5,0.3,95,0.0
06.11.2017-22:00,1.0,0,1020.9,-7.2,-0.1,94,0.0
06.11.2017-23:00,2.2,0,1021.2,-7.4,0.7,97,0.0
07.11.2017-00:00,2.2,0,1021.1,-6.7,0.5,98,0.0
07.11.2017-01:00,1.9,0,1021.0,-6.5,0.4,98,0.0
07.11.2017-02:00,1.5,0,1021.0,-6.4,0.6,98,0.0
07.11.2017-03:00,0.3,0,1020.9,-5.7,1.1,99,0.0
07.11.2017-04:00,1.9,0,1020.9,-6.1,1.0,99,0.0
07.11.2017-05:00,2.4,0,1021.2,-5.3,1.0,99,0.0
07.11.2017-06:00,1.4,0,1021.4,-5.3,0.6,99,0.0
07.11.2017-07:00,0.5,0,1021.6,-5.4,0.5,99,0.0
07.11.2017-08:00,1.3,0,1022.1,-4.4,0.5,99,0.0
07.11.2017-09:00,0.4,0,1022.2,15.4,0.6,99,0.0
07.11.2017-10:00,0.6,5,1022.6,63.5,1.1,98,337.3333
07.11.2017-11:00,1.5,56,1022.5,138.5,2.6,94,549.4999
07.11.2017-12:00,0.9,19,1022.4,142.4,3.8,90,1615.8333
07.11.2017-13:00,1.4,48,1022.3,163.8,4.3,85,762.1666
07.11.2017-14:00,0.7,46,1022.0,120.9,5.0,86,519.0001
07.11.2017-15:00,1.2,42,1021.8,96.3,5.1,87,271.3334
07.11.2017-16:00,1.1,6,1021.7,12.0,5.0,87,8.3333
07.11.2017-17:00,0.9,0,1022.0,-5.8,4.9,91,0.0
07.11.2017-18:00,0.6,0,1022.0,-7.1,5.2,93,0.0
07.11.2017-19:00,1.2,0,1022.2,-7.1,5.3,94,0.0
07.11.2017-20:00,0.6,0,1022.1,-7.1,4.7,95,0.0
07.11.2017-21:00,0.5,0,1022.2,-6.8,4.7,95,0.0
07.11.2017-22:00,0.7,0,1022.4,-6.2,4.7,96,0.0
07.11.2017-23:00,1.0,0,1022.6,-6.8,4.8,97,0.0
08.11.2017-00:00,0.6,0,1022.2,-6.9,5.2,97,0.0
08.11.2017-01:00,1.8,0,1022.1,-6.4,5.6,97,0.0
08.11.2017-02:00,1.6,0,1021.9,-6.8,5.5,97,0.0
08.11.2017-03:00,2.5,0,1021.8,-6.1,5.4,96,0.0
08.11.2017-04:00,2.8,0,1021.6,-5.8,5.6,94,0.0
08.11.2017-05:00,2.0,0,1021.5,-5.5,5.3,92,0.0
08.11.2017-06:00,3.0,0,1021.5,-5.4,4.9,89,0.0
08.11.2017-07:00,2.6,0,1021.7,-5.1,4.7,88,0.0
08.11.2017-08:00,2.0,0,1022.0,-4.8,4.7,89,0.0
08.11.2017-09:00,3.2,0,1022.1,8.7,5.1,87,0.0
08.11.2017-10:00,3.7,3,1022.3,42.9,5.6,85,293.9999
08.11.2017-11:00,2.8,38,1022.4,94.9,6.4,83,460.5
08.11.2017-12:00,4.8,60,1022.3,213.5,7.3,71,3292.8333
08.11.2017-13:00,5.2,60,1022.2,206.8,7.6,71,726.8333
08.11.2017-14:00,4.8,60,1022.0,173.0,7.4,72,324.6666
08.11.2017-15:00,4.1,42,1021.5,70.9,6.9,74,224.0
08.11.2017-16:00,3.5,36,1021.5,22.7,6.5,78,24.1667
08.11.2017-17:00,2.0,0,1021.5,-5.4,5.5,85,0.0
08.11.2017-18:00,4.2,0,1021.1,-6.3,5.7,82,0.0
08.11.2017-19:00,3.1,0,1020.9,-5.7,5.6,86,0.0
08.11.2017-20:00,2.9,0,1020.3,-5.4,6.0,83,0.0
08.11.2017-21:00,3.3,0,1019.3,-5.4,5.9,85,0.0
08.11.2017-22:00,3.0,0,1018.7,-5.2,6.0,86,0.0
08.11.2017-23:00,3.6,0,1018.0,-5.2,6.3,87,0.0
09.11.2017-00:00,5.3,0,1016.5,-5.1,6.8,84,0.0
09.11.2017-01:00,5.1,0,1015.3,-5.7,6.4,92,0.0
09.11.2017-02:00,4.3,0,1013.8,-5.6,6.7,92,0.0
09.11.2017-03:00,6.7,0,1012.0,-4.8,7.3,88,0.0
09.11.2017-04:00,5.9,0,1010.1,-4.4,7.5,89,0.0
09.11.2017-05:00,5.4,0,1008.9,-4.4,7.7,89,0.0
09.11.2017-06:00,6.0,0,1007.5,-4.8,8.0,86,0.0
09.11.2017-07:00,6.1,0,1006.3,-5.6,8.2,84,0.0
09.11.2017-08:00,5.1,0,1004.8,-5.8,8.3,82,0.0
09.11.2017-09:00,6.6,0,1003.0,-4.0,8.6,79,0.0
09.11.2017-10:00,6.1,0,1001.9,-1.3,7.7,84,0.0
09.11.2017-11:00,6.1,0,1002.1,3.6,7.2,88,0.0
09.11.2017-12:00,5.6,0,1001.2,31.0,7.6,82,268.6666
09.11.2017-13:00,4.8,2,1000.3,56.8,7.7,82,342.0001
09.11.2017-14:00,4.3,45,1000.2,136.8,8.2,73,279.1666
09.11.2017-15:00,4.0,58,1000.0,89.1,8.4,62,122.6667
09.11.2017-16:00,4.3,47,999.6,24.7,7.3,63,7.5
09.11.2017-17:00,5.3,0,1000.3,-6.0,6.5,64,0.0
09.11.2017-18:00,5.2,0,999.9,-6.9,6.2,63,0.0
09.11.2017-19:00,4.2,0,999.7,-7.0,5.6,66,0.0
09.11.2017-20:00,2.3,0,999.6,-7.1,5.3,66,0.0
09.11.2017-21:00,0.8,0,1000.2,-7.9,4.6,70,0.0
09.11.2017-22:00,1.3,0,999.7,-7.3,4.7,70,0.0
09.11.2017-23:00,1.4,0,1000.0,-7.6,2.5,79,0.0
10.11.2017-00:00,1.5,0,999.8,-7.5,1.0,86,0.0
10.11.2017-01:00,2.5,0,999.4,-7.3,4.0,71,0.0
10.11.2017-02:00,1.4,0,999.2,-7.2,2.0,84,0.0
10.11.2017-03:00,2.2,0,998.5,-7.2,1.6,89,0.0
10.11.2017-04:00,2.0,0,997.7,-7.1,1.6,92,0.0
10.11.2017-05:00,2.5,0,997.0,-6.8,2.4,87,0.0
10.11.2017-06:00,0.9,0,996.9,-6.9,1.8,88,0.0
10.11.2017-07:00,0.7,0,996.2,-7.2,2.1,87,0.0
10.11.2017-08:00,2.1,0,995.8,-6.1,2.0,90,0.0
10.11.2017-09:00,0.7,39,995.4,28.8,2.1,88,0.0
10.11.2017-10:00,0.7,19,995.3,60.1,2.9,86,269.6667
10.11.2017-11:00,1.2,6,994.1,71.5,3.8,82,580.1666
10.11.2017-12:00,1.1,0,993.1,72.1,4.1,81,630.3333
10.11.2017-13:00,2.3,0,992.3,68.6,3.8,82,599.1667
10.11.2017-14:00,3.2,0,991.6,39.4,4.1,79,322.1667
10.11.2017-15:00,3.7,0,991.3,6.4,3.9,82,0.3333
10.11.2017-16:00,6.1,0,991.0,-3.7,2.8,87,0.0
10.11.2017-17:00,5.1,0,991.3,-4.9,2.0,91,0.0
10.11.2017-18:00,4.7,0,991.4,-3.9,1.7,93,0.0
10.11.2017-19:00,2.5,0,991.7,-3.9,2.1,92,0.0
10.11.2017-20:00,2.3,0,991.9,-4.6,2.4,89,0.0
10.11.2017-21:00,1.6,0,992.0,-6.2,2.3,89,0.0
10.11.2017-22:00,1.7,0,992.1,-6.8,2.2,89,0.0
10.11.2017-23:00,3.7,0,992.2,-6.4,2.0,81,0.0
11.11.2017-00:00,5.2,0,992.3,-6.1,1.7,78,0.0
11.11.2017-01:00,1.7,0,992.4,-6.4,1.3,80,0.0
11.11.2017-02:00,1.0,0,992.2,-7.2,0.6,83,0.0
11.11.2017-03:00,1.4,0,992.2,-7.5,-0.1,87,0.0
11.11.2017-04:00,2.0,0,991.8,-7.2,0.3,77,0.0
11.11.2017-05:00,2.2,0,991.5,-7.6,0.3,76,0.0
11.11.2017-06:00,0.8,0,991.5,-7.8,-1.3,85,0.0
11.11.2017-07:00,2.0,0,991.5,-7.4,-1.4,83,0.0
11.11.2017-08:00,1.4,0,991.4,-6.6,-2.2,87,0.0
11.11.2017-09:00,1.1,22,991.3,13.9,-1.4,84,0.0
11.11.2017-10:00,0.5,60,991.0,84.8,-0.7,81,0.0
11.11.2017-11:00,0.5,60,990.7,150.0,2.3,70,0.0
11.11.2017-12:00,1.2,59,990.6,190.0,3.1,66,1966.5833
11.11.2017-13:00,0.8,49,990.7,158.8,3.3,63,285.6667
11.11.2017-14:00,0.9,60,990.7,149.7,3.8,65,239.5
11.11.2017-15:00,1.9,50,990.7,60.6,3.1,67,128.8333
11.11.2017-16:00,0.8,0,990.8,4.2,0.7,83,6.5
11.11.2017-17:00,1.3,0,991.0,-7.0,-0.3,87,0.0
11.11.2017-18:00,1.8,0,990.9,-7.4,-0.7,88,0.0
11.11.2017-19:00,0.6,0,991.1,-7.5,-1.1,90,0.0
11.11.2017-20:00,1.4,0,991.1,-7.4,-1.7,89,0.0
11.11.2017-21:00,0.9,0,991.2,-7.5,-1.9,91,0.0
11.11.2017-22:00,1.0,0,991.3,-7.5,-2.2,90,0.0
11.11.2017-23:00,0.6,0,991.5,-7.4,-2.6,93,0.0
12.11.2017-00:00,1.8,0,991.2,-7.4,-2.6,92,0.0
12.11.2017-01:00,1.7,0,991.3,-7.2,-2.7,93,0.0
12.11.2017-02:00,1.9,0,991.2,-7.1,-3.0,93,0.0
12.11.2017-03:00,2.2,0,991.4,-7.6,-3.1,93,0.0
12.11.2017-04:00,1.6,0,991.5,-7.4,-3.3,92,0.0
12.11.2017-05:00,1.2,0,991.8,-7.2,-3.6,92,0.0
12.11.2017-06:00,0.2,0,991.8,-7.2,-3.9,92,0.0
12.11.2017-07:00,1.3,0,991.9,-7.6,-3.8,92,0.0
12.11.2017-08:00,0.6,0,992.4,-6.2,-4.0,91,0.0
12.11.2017-09:00,0.5,40,992.9,19.8,-3.6,92,0.0
12.11.2017-10:00,0.1,60,993.5,86.5,-2.2,91,0.0
12.11.2017-11:00,0.4,60,993.8,138.8,0.6,82,133.1667
12.11.2017-12:00,0.8,40,994.4,122.4,0.4,81,2648.1667
12.11.2017-13:00,1.0,58,994.7,180.9,2.3,75,364.1667
12.11.2017-14:00,1.3,54,995.1,125.7,2.7,76,236.0
12.11.2017-15:00,1.0,60,995.6,84.6,3.0,75,168.8334
12.11.2017-16:00,0.6,39,996.3,12.9,1.1,83,10.5
12.11.2017-17:00,0.3,0,996.6,-7.5,-0.2,88,0.0
12.11.2017-18:00,1.9,0,997.4,-7.7,0.1,83,0.0
12.11.2017-19:00,3.5,0,998.4,-7.4,1.7,70,0.0
12.11.2017-20:00,1.7,0,999.2,-7.4,0.9,80,0.0
12.11.2017-21:00,3.8,0,1000.3,-6.9,4.4,60,0.0
12.11.2017-22:00,6.5,0,1001.7,-6.5,4.8,54,0.0
12.11.2017-23:00,1.9,0,1003.0,-7.0,4.1,56,0.0
13.11.2017-00:00,1.4,0,1004.1,-7.7,3.2,61,0.0
13.11.2017-01:00,2.6,0,1004.8,-7.6,2.7,63,0.0
13.11.2017-02:00,3.1,0,1006.0,-7.9,1.4,70,0.0
13.11.2017-03:00,1.4,0,1006.8,-7.6,2.5,65,0.0
13.11.2017-04:00,1.6,0,1007.7,-7.9,1.8,70,0.0
13.11.2017-05:00,1.3,0,1008.7,-7.4,1.0,72,0.0
13.11.2017-06:00,2.1,0,1009.8,-7.6,0.1,73,0.0
13.11.2017-07:00,1.0,0,1010.5,-7.8,-1.0,75,0.0
13.11.2017-08:00,1.8,0,1011.5,-7.1,-0.7,74,0.0
13.11.2017-09:00,0.8,38,1012.1,14.0,-1.1,75,0.0
13.11.2017-10:00,1.0,60,1012.7,80.0,1.3,68,0.0
13.11.2017-11:00,1.2,60,1013.1,145.4,3.8,57,0.0
13.11.2017-12:00,0.8,58,1013.0,148.2,3.8,56,2314.1666
13.11.2017-13:00,0.9,21,1013.0,103.6,4.0,59,796.4999
13.11.2017-14:00,0.9,38,1012.8,121.7,4.4,49,598.1667
13.11.2017-15:00,1.4,60,1013.3,79.4,4.2,49,230.3333
13.11.2017-16:00,1.2,1,1013.5,5.8,2.1,61,17.8333
13.11.2017-17:00,1.8,0,1013.9,-6.6,0.5,69,0.0
13.11.2017-18:00,0.7,0,1014.0,-7.0,0.5,70,0.0
13.11.2017-19:00,2.2,0,1013.9,-7.1,0.0,73,0.0
13.11.2017-20:00,1.6,0,1014.0,-6.8,-0.1,74,0.0
13.11.2017-21:00,1.8,0,1014.0,-7.2,-0.1,74,0.0
13.11.2017-22:00,1.0,0,1013.6,-7.5,-1.0,79,0.0
13.11.2017-23:00,1.5,0,1013.4,-7.3,-1.6,81,0.0
14.11.2017-00:00,1.3,0,1012.8,-7.9,-2.0,83,0.0
14.11.2017-01:00,1.3,0,1012.3,-6.7,-1.8,81,0.0
14.11.2017-02:00,0.8,0,1011.8,-6.4,-1.8,81,0.0
14.11.2017-03:00,1.3,0,1011.3,-6.7,-1.7,83,0.0
14.11.2017-04:00,2.0,0,1010.6,-6.5,-1.2,79,0.0
14.11.2017-05:00,0.2,0,1009.9,-6.3,-1.2,80,0.0
14.11.2017-06:00,0.4,0,1009.2,-6.5,-1.1,81,0.0
14.11.2017-07:00,1.0,0,1008.6,-6.4,-0.9,83,0.0
14.11.2017-08:00,1.7,0,1008.4,-5.2,-0.7,87,0.0
14.11.2017-09:00,1.2,0,1008.1,-4.0,-0.8,94,0.0
14.11.2017-10:00,0.3,0,1007.6,3.3,-0.8,95,0.0
14.11.2017-11:00,1.0,0,1007.7,16.0,-0.6,96,0.0
14.11.2017-12:00,1.4,0,1007.3,53.2,0.0,94,0.0
14.11.2017-13:00,1.1,0,1007.3,86.0,0.4,93,0.0
14.11.2017-14:00,1.8,0,1007.6,59.4,0.2,92,0.0
14.11.2017-15:00,0.8,13,1007.7,49.6,0.1,93,0.0
14.11.2017-16:00,1.3,6,1008.2,11.6,-0.7,95,0.0
14.11.2017-17:00,0.2,0,1009.2,-5.6,-1.1,97,0.0
14.11.2017-18:00,0.3,0,1010.0,-6.6,-1.6,97,0.0
14.11.2017-19:00,1.2,0,1010.4,-6.5,-1.3,97,0.0
14.11.2017-20:00,1.1,0,1010.9,-6.3,-1.2,97,0.0
14.11.2017-21:00,1.0,0,1011.6,-5.7,-0.9,97,0.0
14.11.2017-22:00,0.5,0,1011.6,-5.8,-1.0,97,0.0
14.11.2017-23:00,0.8,0,1011.9,-5.0,-0.9,98,0.0
15.11.2017-00:00,1.7,0,1011.7,-5.0,-1.1,98,0.0
15.11.2017-01:00,0.9,0,1011.5,-5.5,-1.2,98,0.0
15.11.2017-02:00,1.3,0,1011.4,-6.2,-1.2,97,0.0
15.11.2017-03:00,0.2,0,1011.2,-6.0,-1.0,97,0.0
15.11.2017-04:00,0.5,0,1010.5,-6.1,-1.2,97,0.0
15.11.2017-05:00,0.6,0,1009.7,-7.3,-2.3,96,0.0
15.11.2017-06:00,1.4,0,1009.8,-6.8,-2.7,97,0.0
15.11.2017-07:00,1.6,0,1009.5,-6.2,-2.2,96,0.0
15.11.2017-08:00,0.7,0,1010.3,-6.8,-2.3,95,0.0
15.11.2017-09:00,0.9,15,1011.0,7.1,-2.5,97,0.0
15.11.2017-10:00,1.8,10,1011.4,31.0,-1.0,99,0.0
15.11.2017-11:00,1.1,0,1012.3,48.1,-1.3,98,0.0
15.11.2017-12:00,1.5,31,1013.0,132.0,0.0,98,341.1667
15.11.2017-13:00,1.6,60,1013.5,168.7,2.3,90,0.0
15.11.2017-14:00,0.9,60,1014.1,134.1,2.6,86,0.0
15.11.2017-15:00,1.7,60,1014.4,71.2,2.8,85,0.0
15.11.2017-16:00,2.0,25,1015.3,9.7,1.9,82,0.0
15.11.2017-17:00,2.3,0,1016.0,-6.7,2.1,75,0.0
15.11.2017-18:00,2.9,0,1016.3,-6.7,2.6,68,0.0
15.11.2017-19:00,1.9,0,1017.4,-7.3,1.3,77,0.0
15.11.2017-20:00,1.6,0,1018.4,-7.2,0.0,83,0.0
15.11.2017-21:00,1.2,0,1018.5,-6.8,-0.4,86,0.0
15.11.2017-22:00,0.7,0,1019.0,-6.9,-0.7,87,0.0
15.11.2017-23:00,0.4,0,1019.0,-6.8,-1.3,88,0.0
16.11.2017-00:00,1.2,0,1019.3,-6.9,-1.6,87,0.0
16.11.2017-01:00,0.9,0,1019.1,-6.6,-0.8,83,0.0
16.11.2017-02:00,3.0,0,1018.7,-7.4,-1.8,87,0.0
16.11.2017-03:00,1.3,0,1018.6,-6.8,-2.0,89,0.0
16.11.2017-04:00,2.6,0,1018.2,-6.8,-2.4,88,0.0
16.11.2017-05:00,2.4,0,1017.8,-6.6,-1.8,87,0.0
16.11.2017-06:00,1.2,0,1018.2,-6.8,-2.5,91,0.0
16.11.2017-07:00,1.1,0,1017.8,-7.0,-2.9,91,0.0
16.11.2017-08:00,2.3,0,1017.6,-6.6,-2.6,90,0.0
16.11.2017-09:00,1.9,20,1016.9,14.5,-1.6,89,0.0
16.11.2017-10:00,0.5,10,1016.3,55.6,0.2,85,94.8333
16.11.2017-11:00,0.9,11,1015.6,63.1,1.0,85,336.6666
16.11.2017-12:00,1.3,0,1014.3,42.6,1.2,85,341.5
16.11.2017-13:00,1.1,0,1012.8,30.3,2.0,83,236.1667
16.11.2017-14:00,1.8,0,1011.1,29.5,2.1,89,194.0
16.11.2017-15:00,1.8,0,1009.2,-0.8,3.4,98,12.0
16.11.2017-16:00,2.3,0,1007.0,-4.7,4.4,98,0.0
16.11.2017-17:00,2.2,0,1005.0,-5.0,5.2,98,0.0
16.11.2017-18:00,2.0,0,1003.1,-4.2,5.7,98,0.0
16.11.2017-19:00,2.6,0,1002.1,-4.4,6.0,99,0.0
16.11.2017-20:00,1.8,0,1001.7,-4.5,5.9,98,0.0
16.11.2017-21:00,1.2,0,1002.8,-5.4,4.8,91,0.0
16.11.2017-22:00,1.6,0,1003.4,-7.0,3.6,90,0.0
16.11.2017-23:00,0.7,0,1004.1,-7.0,2.8,83,0.0
17.11.2017-00:00,0.5,0,1004.7,-7.4,1.1,90,0.0
17.11.2017-01:00,1.5,0,1005.1,-7.4,2.1,85,0.0
17.11.2017-02:00,1.8,0,1005.5,-7.5,0.5,91,0.0
17.11.2017-03:00,3.6,0,1006.1,-6.4,2.3,73,0.0
17.11.2017-04:00,1.6,0,1006.5,-7.1,0.9,77,0.0
17.11.2017-05:00,3.7,0,1007.4,-6.8,3.7,63,0.0
17.11.2017-06:00,1.4,0,1007.6,-7.0,2.4,67,0.0
17.11.2017-07:00,4.1,0,1007.6,-7.6,1.5,72,0.0
17.11.2017-08:00,3.0,0,1007.6,-6.4,2.2,76,0.0
17.11.2017-09:00,2.2,19,1007.0,5.9,2.4,74,0.0
17.11.2017-10:00,4.7,59,1007.0,61.8,3.3,70,0.0
17.11.2017-11:00,4.6,60,1006.7,122.4,4.4,68,157.5
17.11.2017-12:00,4.7,39,1006.1,118.4,4.2,71,1607.6667
17.11.2017-13:00,3.3,45,1005.6,130.1,6.4,66,638.1667
17.11.2017-14:00,1.1,60,1005.3,145.7,6.4,67,380.3334
17.11.2017-15:00,5.0,19,1004.4,47.0,6.3,64,136.1667
17.11.2017-16:00,4.0,0,1005.1,3.2,5.4,68,5.1667
17.11.2017-17:00,3.0,0,1004.5,-6.6,4.7,72,0.0
17.11.2017-18:00,4.7,0,1003.8,-6.7,4.7,70,0.0
17.11.2017-19:00,2.5,0,1003.3,-7.0,4.1,70,0.0
17.11.2017-20:00,1.7,0,1002.7,-6.9,3.4,79,0.0
17.11.2017-21:00,3.5,0,1002.0,-6.3,4.1,82,0.0
17.11.2017-22:00,3.8,0,1001.6,-6.2,3.8,82,0.0
17.11.2017-23:00,2.1,0,1001.3,-6.2,3.5,83,0.0
18.11.2017-00:00,3.9,0,1000.1,-6.6,2.8,86,0.0
18.11.2017-01:00,1.0,0,999.6,-6.8,1.7,90,0.0
18.11.2017-02:00,1.8,0,998.9,-6.6,1.3,92,0.0
18.11.2017-03:00,2.0,0,998.0,-6.2,1.4,92,0.0
18.11.2017-04:00,1.7,0,997.0,-6.6,0.3,94,0.0
18.11.2017-05:00,1.0,0,996.4,-6.9,0.6,94,0.0
18.11.2017-06:00,2.6,0,996.3,-7.1,0.2,93,0.0
18.11.2017-07:00,0.3,0,995.9,-7.4,-0.8,94,0.0
18.11.2017-08:00,1.1,0,995.6,-7.3,-0.9,95,0.0
18.11.2017-09:00,0.7,0,995.9,-0.4,-0.8,95,0.0
18.11.2017-10:00,0.8,35,995.6,48.6,0.1,98,0.0
18.11.2017-11:00,1.0,45,995.1,139.4,1.1,96,522.6667
18.11.2017-12:00,1.8,9,994.7,54.3,1.0,90,461.1667
18.11.2017-13:00,0.8,0,994.1,22.1,1.2,85,257.0
18.11.2017-14:00,1.1,3,993.2,15.8,1.4,82,91.0
18.11.2017-15:00,0.8,20,992.4,38.7,1.6,80,0.0
18.11.2017-16:00,1.7,5,992.0,5.2,0.7,81,0.0
18.11.2017-17:00,1.2,0,991.3,-6.8,-0.2,86,0.0
18.11.2017-18:00,1.7,0,990.5,-6.6,0.3,86,0.0
18.11.2017-19:00,2.8,0,990.6,-6.3,0.2,87,0.0
18.11.2017-20:00,4.0,0,991.0,-5.5,0.7,85,0.0
18.11.2017-21:00,4.8,0,991.6,-5.2,0.6,86,0.0
18.11.2017-22:00,4.1,0,991.9,-5.1,1.1,84,0.0
18.11.2017-23:00,5.2,0,992.8,-5.7,0.7,91,0.0
19.11.2017-00:00,5.6,0,993.8,-5.6,1.2,87,0.0
19.11.2017-01:00,5.8,0,994.9,-5.6,0.5,84,0.0
19.11.2017-02:00,6.5,0,996.1,-5.4,0.2,79,0.0
19.11.2017-03:00,6.7,0,997.2,-5.7,-0.5,76,0.0
19.11.2017-04:00,7.4,0,997.9,-5.2,-0.4,72,0.0
19.11.2017-05:00,7.5,0,998.9,-5.2,-0.4,73,0.0
19.11.2017-06:00,5.3,0,999.8,-5.5,-0.7,73,0.0
19.11.2017-07:00,5.3,0,1000.7,-5.9,-0.5,72,0.0
19.11.2017-08:00,5.4,0,1001.5,-5.8,-0.3,69,0.0
19.11.2017-09:00,4.7,0,1002.4,-0.2,-0.4,67,0.0
19.11.2017-10:00,5.1,46,1003.1,36.7,-0.2,64,0.0
19.11.2017-11:00,7.0,60,1003.6,114.7,1.4,56,0.0
19.11.2017-12:00,4.5,39,1004.3,134.0,0.7,60,286.1666
19.11.2017-13:00,4.2,50,1004.5,130.9,1.8,56,192.4999
19.11.2017-14:00,3.0,60,1004.6,121.0,2.1,53,69.3334
19.11.2017-15:00,1.8,60,1005.0,61.4,1.8,54,0.0
19.11.2017-16:00,1.2,30,1005.5,5.2,0.0,62,0.0
19.11.2017-17:00,1.6,0,1006.0,-8.3,-1.8,73,0.0
19.11.2017-18:00,1.4,0,1006.3,-8.2,-1.6,71,0.0
19.11.2017-19:00,1.1,0,1006.7,-6.9,-2.1,75,0.0
19.11.2017-20:00,1.5,0,1007.1,-6.3,-1.2,70,0.0
19.11.2017-21:00,0.8,0,1007.5,-6.5,-1.7,75,0.0
19.11.2017-22:00,1.8,0,1007.7,-6.3,-1.3,74,0.0
19.11.2017-23:00,2.5,0,1007.8,-6.2,-1.1,72,0.0
20.11.2017-00:00,1.5,0,1008.1,-6.7,-2.3,77,0.0
20.11.2017-01:00,1.2,0,1008.3,-7.6,-2.7,80,0.0
20.11.2017-02:00,1.6,0,1008.3,-6.8,-3.4,83,0.0
20.11.2017-03:00,0.9,0,1008.8,-7.1,-3.9,86,0.0
20.11.2017-04:00,1.9,0,1009.2,-7.2,-4.7,87,0.0
20.11.2017-05:00,2.0,0,1009.4,-7.2,-4.6,87,0.0
20.11.2017-06:00,1.8,0,1009.6,-6.8,-4.7,87,0.0
20.11.2017-07:00,1.6,0,1009.7,-6.9,-4.7,86,0.0
20.11.2017-08:00,1.7,0,1010.0,-7.1,-5.1,86,0.0
20.11.2017-09:00,1.2,18,1010.5,2.2,-5.1,86,0.0
20.11.2017-10:00,0.3,60,1010.9,51.5,-4.5,86,0.0
20.11.2017-11:00,0.8,60,1010.9,109.2,-2.0,77,264.8333
20.11.2017-12:00,0.4,60,1010.7,142.9,-1.6,74,1344.1667
20.11.2017-13:00,0.5,60,1010.5,143.8,0.2,68,378.3333
